V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
0.943150685,0.865853659,0.859701493,0.872826087,0.853112033,0.756140351,0.912790698,0.098706897,0.94,0.901315789,0.800769231,0.969082126,0.857432432,0.905485893
0.010107737,0.019258361,0.01185477,0.023508881,0.007370906,0.035523608,0.008222172,0.004038353,0.008384199,0.034114801,0.02334601,0.009715364,0.011629127,0.009259596
