"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"",0.228070175438596,0.396694214876033,0.140350877192982,0.358695652173913,0.119252873563218,0.236363636363636,0.152941176470588,0.403887688984881,0.407142857142857,0.220779220779221,0.407692307692308,0.521951219512195,0.223756906077348,0.208931419457735
"",0.273684210526316,0.380165289256198,0.150375939849624,0.369565217391304,0.127873563218391,0.218181818181818,0.152941176470588,0.41036717062635,0.335714285714286,0.194805194805195,0.430769230769231,0.497560975609756,0.18646408839779,0.197767145135566
"",0.263157894736842,0.380165289256198,0.167919799498747,0.342391304347826,0.127873563218391,0.236363636363636,0.117647058823529,0.416846652267819,0.407142857142857,0.168831168831169,0.4,0.478048780487805,0.17817679558011,0.169059011164274
"",0.249122807017544,0.446280991735537,0.172932330827068,0.320652173913043,0.137931034482759,0.327272727272727,0.247058823529412,0.416846652267819,0.5,0.272727272727273,0.407692307692308,0.439024390243902,0.157458563535912,0.143540669856459
"",0.259649122807018,0.371900826446281,0.195488721804511,0.364130434782609,0.133620689655172,0.163636363636364,0.141176470588235,0.416846652267819,0.357142857142857,0.168831168831169,0.446153846153846,0.531707317073171,0.158839779005525,0.186602870813397
"",0.280701754385965,0.388429752066116,0.162907268170426,0.391304347826087,0.133620689655172,0.236363636363636,0.235294117647059,0.406047516198704,0.442857142857143,0.285714285714286,0.430769230769231,0.448780487804878,0.204419889502762,0.223285486443381
"",0.242105263157895,0.40495867768595,0.147869674185464,0.260869565217391,0.133620689655172,0.236363636363636,0.176470588235294,0.334773218142549,0.428571428571429,0.311688311688312,0.430769230769231,0.478048780487805,0.205801104972376,0.175438596491228
"",0.249122807017544,0.371900826446281,0.195488721804511,0.309782608695652,0.127873563218391,0.254545454545455,0.164705882352941,0.421166306695464,0.385714285714286,0.272727272727273,0.415384615384615,0.546341463414634,0.156077348066298,0.251993620414673
"",0.249122807017544,0.338842975206612,0.205513784461153,0.402173913043478,0.122126436781609,0.254545454545455,0.188235294117647,0.408207343412527,0.457142857142857,0.246753246753247,0.430769230769231,0.468292682926829,0.200276243093923,0.181818181818182
"",0.2,0.297520661157025,0.157894736842105,0.445652173913043,0.109195402298851,0.290909090909091,0.176470588235294,0.436285097192225,0.442857142857143,0.25974025974026,0.4,0.521951219512195,0.169889502762431,0.200956937799043
"acc.mean.p",0.249473684210526,0.377685950413223,0.169674185463659,0.356521739130435,0.127298850574713,0.245454545454545,0.175294117647059,0.407127429805616,0.416428571428571,0.24025974025974,0.42,0.493170731707317,0.184116022099448,0.193939393939394
